day,close,pem,pep,p20,p50,p80
2011-02-10,3893.16,39.07,56.44,32.67,38.25,41.27
2011-02-11,4053.10,38.74,54.15,32.68,38.25,41.27
2011-02-14,4076.64,39.56,61.34,32.69,38.26,41.27
2011-02-15,4129.21,40.23,69.49,32.70,38.30,41.27
2011-02-16,4115.38,40.84,74.85,32.70,38.34,41.26
2011-02-17,4155.55,40.61,72.94,32.71,38.34,41.26
2011-02-18,4132.37,40.56,71.82,32.72,38.34,41.26
2011-02-21,4119.88,40.77,74.22,32.72,38.36,41.26
2011-02-22,4155.63,39.45,59.45,32.72,38.38,41.26
2011-02-23,4021.41,39.28,57.98,32.73,38.38,41.25
2011-02-24,4084.90,39.69,61.75,32.73,38.38,41.25
2011-02-25,4102.85,39.42,59.11,32.73,38.41,41.25
2011-02-28,4079.63,40.11,66.54,32.75,38.43,41.25
2011-03-01,4098.19,40.75,74.32,32.76,38.44,41.25
2011-03-02,4160.66,41.06,78.03,32.78,38.44,41.25
2011-03-03,4170.94,39.91,63.08,32.79,38.45,41.25
2011-03-04,4048.34,39.87,62.57,32.81,38.45,41.25
2011-03-07,4058.48,40.36,70.11,32.81,38.47,41.24
2011-03-08,4060.75,39.97,63.86,32.81,38.48,41.24
2011-03-09,4061.16,39.92,63.17,32.82,38.49,41.23
2011-03-10,4066.85,40.14,67.43,32.82,38.51,41.23
2011-03-11,4101.18,40.23,69.39,32.82,38.52,41.22
2011-03-14,4104.76,41.45,82.35,32.82,38.52,41.24
2011-03-15,4238.52,41.28,80.49,32.82,38.52,41.25
2011-03-16,4199.93,41.53,82.80,32.83,38.52,41.25
2011-03-17,4181.60,40.44,70.38,32.83,38.56,41.25
2011-03-18,4092.88,40.47,71.00,32.83,38.60,41.25
2011-03-21,4088.51,39.59,59.59,32.85,38.61,41.25
2011-03-22,4013.22,39.46,57.79,32.86,38.61,41.25
2011-03-23,3972.09,39.45,57.68,32.88,38.61,41.25
2011-03-24,4017.12,39.54,58.88,32.89,38.61,41.25
2011-03-25,4025.76,39.49,58.02,32.91,38.61,41.25
2011-03-28,4036.47,38.92,52.89,32.92,38.61,41.24
2011-03-29,3952.92,38.17,46.47,32.92,38.61,41.24
2011-03-30,3870.06,37.79,44.53,32.93,38.61,41.23
2011-03-31,3867.82,38.04,46.48,32.93,38.61,41.23
2011-04-01,3848.37,38.55,49.54,32.94,38.61,41.22
2011-04-06,3873.17,38.64,50.74,32.95,38.61,41.22
2011-04-07,3824.39,38.90,53.04,32.96,38.61,41.21
2011-04-08,3846.71,39.19,55.33,32.96,38.61,41.21
2011-04-11,3920.17,39.48,58.53,32.97,38.61,41.20
2011-04-12,3904.50,39.12,54.58,32.98,38.61,41.20
2011-04-13,3899.43,40.59,73.13,32.99,38.62,41.19
2011-04-14,3982.79,40.52,72.08,33.01,38.63,41.19
2011-04-15,3977.49,39.80,61.75,33.02,38.64,41.18
2011-04-18,3965.93,39.72,61.45,33.04,38.64,41.18
2011-04-19,3978.03,39.34,56.08,33.05,38.64,41.17
2011-04-20,3953.87,39.89,62.86,33.06,38.65,41.17
2011-04-21,4073.01,40.16,67.81,33.08,38.66,41.17
2011-04-22,4076.87,39.51,58.66,33.09,38.67,41.16
2011-04-25,4044.31,38.16,45.41,33.11,38.66,41.16
2011-04-26,4002.77,38.83,51.08,33.12,38.67,41.16
2011-04-27,3959.18,37.77,42.91,33.13,38.66,41.16
2011-04-28,3914.65,36.42,36.74,33.14,38.65,41.15
2011-04-29,3779.20,36.55,37.03,33.14,38.64,41.15
2011-05-03,3828.29,38.45,47.86,33.15,38.64,41.14
2011-05-04,3893.63,38.78,51.16,33.16,38.64,41.14
2011-05-05,3865.66,38.81,51.25,33.16,38.65,41.14
2011-05-06,3917.16,38.13,45.29,33.16,38.64,41.13
2011-05-09,3964.22,38.38,46.81,33.16,38.64,41.13
2011-05-10,3959.99,37.48,40.53,33.16,38.64,41.12
2011-05-11,3940.22,37.02,39.05,33.16,38.63,41.12
2011-05-12,3957.38,37.74,42.33,33.17,38.62,41.11
2011-05-13,3923.41,37.76,42.96,33.18,38.61,41.10
2011-05-16,3924.70,37.28,39.72,33.18,38.61,41.10
2011-05-17,3916.15,36.86,37.72,33.19,38.61,41.09
2011-05-18,3906.34,37.36,39.93,33.20,38.61,41.08
2011-05-19,3936.24,37.58,41.43,33.21,38.61,41.08
2011-05-20,3936.33,37.58,41.36,33.22,38.61,41.08
2011-05-23,3937.70,36.97,38.33,33.23,38.61,41.07
2011-05-24,3806.75,36.92,37.74,33.24,38.60,41.07
2011-05-25,3783.09,36.41,35.42,33.25,38.58,41.07
2011-05-26,3728.85,35.38,31.20,33.25,38.55,41.07
2011-05-27,3645.86,34.28,26.64,33.25,38.53,41.07
2011-05-30,3596.14,34.22,26.25,33.26,38.52,41.06
2011-05-31,3566.79,34.98,30.52,33.26,38.52,41.06
2011-06-01,3635.54,34.99,30.64,33.26,38.52,41.06
2011-06-02,3645.17,34.34,27.15,33.26,38.52,41.06
2011-06-03,3612.88,35.54,32.76,33.26,38.51,41.05
2011-06-07,3692.68,35.95,34.42,33.27,38.49,41.05
2011-06-08,3724.84,36.38,36.24,33.27,38.48,41.04
2011-06-09,3720.72,36.02,34.81,33.27,38.47,41.04
2011-06-10,3630.48,35.80,33.73,33.28,38.45,41.04
2011-06-13,3653.99,35.73,33.67,33.29,38.45,41.04
2011-06-14,3625.62,36.33,36.50,33.29,38.45,41.03
2011-06-15,3645.15,35.95,34.41,33.30,38.45,41.03
2011-06-16,3601.85,35.15,30.80,33.31,38.44,41.03
2011-06-17,3524.17,34.63,28.55,33.31,38.44,41.03
2011-06-20,3484.81,34.74,28.84,33.31,38.43,41.03
2011-06-21,3432.05,35.03,30.64,33.31,38.41,41.03
2011-06-22,3460.50,35.12,31.09,33.31,38.38,41.03
2011-06-23,3462.02,36.20,36.91,33.31,38.38,41.03
2011-06-24,3536.42,37.23,41.71,33.32,38.38,41.03
2011-06-27,3612.65,37.52,43.31,33.32,38.38,41.03
2011-06-28,3642.34,37.25,41.90,33.33,38.38,41.02
2011-06-29,3659.07,36.91,39.50,33.33,38.36,41.02
2011-06-30,3634.91,37.18,41.26,33.34,38.34,41.02
2011-07-01,3678.35,37.11,41.20,33.34,38.34,41.02
2011-07-04,3686.39,38.03,48.42,33.34,38.34,41.01
2011-07-05,3774.62,38.84,54.97,33.34,38.34,41.01
2011-07-06,3807.10,39.03,56.69,33.34,38.34,41.00
2011-07-07,3826.18,38.54,51.82,33.34,38.36,41.00
2011-07-08,3856.18,38.28,49.59,33.35,38.34,41.00
2011-07-11,3837.04,38.87,55.43,33.36,38.36,41.00
2011-07-12,3868.98,37.82,46.47,33.37,38.34,40.99
2011-07-13,3835.71,38.67,53.44,33.38,38.36,40.99
2011-07-14,3917.04,39.22,59.08,33.39,38.38,40.99
2011-07-15,3961.70,39.55,63.07,33.40,38.38,40.99
2011-07-18,4102.94,39.66,64.11,33.40,38.38,40.99
2011-07-19,4115.23,38.84,54.72,33.41,38.38,40.99
2011-07-20,4069.14,39.04,56.91,33.41,38.38,40.99
2011-07-21,4072.34,38.27,49.03,33.42,38.38,40.99
2011-07-22,4035.66,38.30,49.27,33.42,38.38,40.99
2011-07-25,4064.00,37.26,41.26,33.42,38.38,40.99
2011-07-26,3941.50,37.94,47.01,33.42,38.38,40.99
2011-07-27,3975.83,38.73,53.71,33.42,38.38,40.99
2011-07-28,4051.64,37.93,46.86,33.42,38.38,40.99
2011-07-29,4038.02,37.45,41.80,33.42,38.36,40.99
2011-08-01,3977.70,37.84,45.91,33.42,38.34,40.98
2011-08-02,3968.11,37.30,41.19,33.43,38.34,40.98
2011-08-03,3940.25,37.69,44.00,33.43,38.34,40.97
2011-08-04,3939.21,37.49,42.33,33.43,38.32,40.97
2011-08-05,3941.63,37.28,40.83,33.44,38.30,40.97
2011-08-08,3899.70,36.44,36.15,33.45,38.29,40.97
2011-08-09,3760.62,36.54,36.41,33.45,38.28,40.97
2011-08-10,3752.18,37.05,39.52,33.46,38.28,40.97
2011-08-11,3781.43,38.12,48.65,33.47,38.27,40.97
2011-08-12,3903.63,38.33,50.32,33.48,38.28,40.97
2011-08-15,3939.86,38.58,52.76,33.49,38.28,40.96
2011-08-16,3976.61,37.89,46.69,33.51,38.28,40.96
2011-08-17,3921.35,37.73,44.57,33.52,38.27,40.95
2011-08-18,3894.84,37.33,41.19,33.53,38.27,40.95
2011-08-19,3815.88,38.75,55.10,33.53,38.27,40.95
2011-08-22,3805.70,37.81,45.92,33.53,38.27,40.95
2011-08-23,3731.87,37.90,47.42,33.54,38.26,40.95
2011-08-24,3767.55,38.02,48.44,33.54,38.25,40.95
2011-08-25,3769.66,38.25,49.77,33.54,38.25,40.95
2011-08-26,3828.03,39.86,67.13,33.54,38.25,40.95
2011-08-29,3834.73,41.08,81.96,33.54,38.26,40.95
2011-08-30,3831.37,40.20,72.98,33.54,38.27,40.95
2011-08-31,3790.35,40.13,71.01,33.54,38.27,40.95
2011-09-01,3792.32,39.67,65.48,33.54,38.28,40.95
2011-09-02,3724.41,39.64,65.07,33.55,38.28,40.95
2011-09-05,3666.00,38.16,48.61,33.57,38.28,40.95
2011-09-06,3584.48,37.32,40.37,33.58,38.27,40.94
2011-09-07,3542.30,37.96,47.69,33.60,38.27,40.94
2011-09-08,3594.99,37.32,40.25,33.61,38.26,40.94
2011-09-09,3603.25,37.93,47.09,33.62,38.25,40.93
2011-09-13,3560.37,37.16,38.59,33.63,38.25,40.92
2011-09-14,3483.01,37.73,43.88,33.64,38.25,40.92
2011-09-15,3501.82,37.38,40.76,33.65,38.25,40.91
2011-09-16,3497.41,37.83,45.88,33.66,38.23,40.90
2011-09-19,3500.09,36.98,37.44,33.66,38.22,40.89
2011-09-20,3449.65,36.79,35.87,33.67,38.22,40.88
2011-09-21,3449.90,38.00,48.56,33.67,38.22,40.86
2011-09-22,3548.88,36.84,36.21,33.68,38.20,40.85
2011-09-23,3445.33,36.44,34.34,33.68,38.17,40.84
2011-09-26,3413.67,35.15,28.10,33.68,38.16,40.84
2011-09-27,3344.89,35.28,28.66,33.68,38.16,40.83
2011-09-28,3358.55,34.93,26.81,33.69,38.16,40.83
2011-09-29,3323.17,34.59,25.26,33.69,38.16,40.82
2011-09-30,3245.59,34.37,24.02,33.69,38.14,40.82
2011-10-10,3237.80,34.37,23.99,33.69,38.13,40.82
2011-10-11,3252.89,34.15,22.01,33.69,38.12,40.81
2011-10-12,3245.06,35.23,29.15,33.70,38.12,40.81
2011-10-13,3348.28,35.28,29.40,33.70,38.08,40.80
2011-10-14,3390.23,35.02,27.87,33.70,38.04,40.80
2011-10-17,3368.57,35.14,28.57,33.71,38.03,40.79
2011-10-18,3373.64,34.09,21.40,33.73,38.03,40.79
2011-10-19,3289.18,34.01,21.22,33.74,38.03,40.78
2011-10-20,3276.80,33.09,16.44,33.70,38.02,40.78
2011-10-21,3194.57,33.01,16.27,33.69,38.01,40.77
2011-10-24,3166.93,33.66,19.65,33.68,38.00,40.77
2011-10-25,3234.45,34.55,25.37,33.68,38.00,40.77
2011-10-26,3294.21,35.36,30.49,33.69,37.99,40.77
2011-10-27,3355.38,35.24,30.00,33.69,37.98,40.77
2011-10-28,3353.84,35.53,31.57,33.69,37.96,40.77
2011-10-31,3404.23,34.91,27.42,33.69,37.95,40.77
2011-11-01,3388.37,34.72,26.35,33.69,37.94,40.76
2011-11-02,3410.39,34.99,28.36,33.70,37.94,40.76
2011-11-03,3482.56,35.29,30.66,33.70,37.94,40.75
2011-11-04,3517.05,35.36,30.90,33.70,37.94,40.75
2011-11-07,3529.87,35.49,31.88,33.71,37.94,40.75
2011-11-08,3530.51,35.08,28.92,33.73,37.94,40.74
2011-11-09,3480.80,35.33,30.77,33.74,37.93,40.74
2011-11-10,3505.61,34.87,26.81,33.76,37.93,40.73
2011-11-11,3490.43,35.34,31.11,33.77,37.93,40.73
2011-11-14,3486.00,35.13,29.34,33.78,37.92,40.73
2011-11-15,3553.06,34.83,26.70,33.79,37.91,40.73
2011-11-16,3564.96,35.20,30.26,33.79,37.91,40.72
2011-11-17,3483.49,35.25,30.65,33.80,37.90,40.72
2011-11-18,3473.12,34.61,25.72,33.81,37.89,40.72
2011-11-21,3381.98,35.01,28.55,33.82,37.89,40.72
2011-11-22,3383.71,35.08,29.08,33.82,37.89,40.72
2011-11-23,3377.68,34.63,25.75,33.83,37.89,40.71
2011-11-24,3373.38,34.66,26.00,33.83,37.89,40.71
2011-11-25,3413.26,34.25,22.82,33.84,37.89,40.71
2011-11-28,3401.12,34.07,21.08,33.84,37.89,40.71
2011-11-29,3423.29,35.73,34.85,33.84,37.89,40.71
2011-11-30,3461.00,34.84,27.13,33.85,37.89,40.70
2011-12-01,3378.26,35.77,35.04,33.85,37.88,40.70
2011-12-02,3446.24,34.94,28.19,33.85,37.88,40.70
2011-12-05,3414.95,33.78,19.66,33.84,37.88,40.69
2011-12-06,3315.65,34.13,21.47,33.84,37.86,40.69
2011-12-07,3300.83,34.25,22.99,33.85,37.84,40.68
2011-12-08,3312.99,34.23,22.96,33.85,37.84,40.68
2011-12-09,3289.41,33.27,16.88,33.84,37.83,40.67
2011-12-12,3256.85,32.83,14.89,33.82,37.83,40.66
2011-12-13,3214.82,32.68,14.17,33.79,37.82,40.65
2011-12-14,3136.45,31.95,8.26,33.78,37.81,40.63
2011-12-15,3101.59,31.45,5.87,33.76,37.81,40.62
2011-12-16,3054.89,32.15,10.89,33.70,37.81,40.61
2011-12-19,3127.03,32.27,11.85,33.69,37.81,40.61
2011-12-20,3143.30,31.74,6.96,33.68,37.80,40.61
2011-12-21,3120.97,31.50,6.26,33.67,37.79,40.61
2011-12-22,3082.43,31.08,3.89,33.66,37.78,40.61
2011-12-23,3062.11,31.30,4.99,33.66,37.78,40.61
2011-12-26,3069.58,31.02,3.88,33.62,37.78,40.61
2011-12-27,3022.44,29.89,1.24,33.57,37.77,40.61
2011-12-28,2956.49,29.45,0.28,33.54,37.77,40.60
2011-12-29,2912.06,29.43,0.28,33.54,37.76,40.60
2011-12-30,2920.99,30.09,2.07,33.53,37.75,40.60
2012-01-04,2963.82,28.96,0.00,33.48,37.75,40.60
2012-01-05,2891.46,27.94,0.00,33.45,37.75,40.60
2012-01-06,2766.95,28.12,0.14,33.43,37.74,40.60
2012-01-09,2744.79,29.32,0.55,33.42,37.74,40.60
2012-01-10,2833.22,29.98,2.19,33.42,37.74,40.60
2012-01-11,2929.59,29.62,1.37,33.40,37.74,40.60
2012-01-12,2920.29,29.84,2.05,33.36,37.74,40.60
2012-01-13,2913.37,28.91,0.27,33.34,37.73,40.59
2012-01-16,2803.66,27.90,0.00,33.33,37.73,40.59
2012-01-17,2695.83,29.06,0.68,33.31,37.73,40.59
2012-01-18,2806.64,27.45,0.00,33.31,37.73,40.59
2012-01-19,2681.39,27.63,0.14,33.29,37.72,40.59
2012-01-20,2705.65,29.20,1.08,33.27,37.72,40.58
2012-01-30,2796.88,28.90,0.68,33.27,37.70,40.58
2012-01-31,2762.43,28.97,1.08,33.26,37.69,40.58
2012-02-01,2762.24,28.70,0.67,33.25,37.69,40.58
2012-02-02,2763.35,28.79,0.81,33.22,37.69,40.58
2012-02-03,2794.93,29.88,3.49,33.18,37.68,40.58
2012-02-06,2837.09,29.66,2.95,33.16,37.67,40.58
2012-02-07,2868.76,29.13,1.61,33.16,37.66,40.58
2012-02-08,2811.65,29.70,3.35,33.13,37.66,40.58
2012-02-09,2861.68,30.19,4.95,33.10,37.63,40.58
2012-02-10,2902.49,30.20,5.07,33.07,37.60,40.58
2012-02-13,2906.06,30.55,6.13,33.04,37.59,40.58
2012-02-14,2944.08,30.97,7.19,33.01,37.59,40.58
2012-02-15,2952.11,31.05,7.71,32.99,37.59,40.58
2012-02-16,2973.41,30.75,6.51,32.96,37.58,40.57
2012-02-17,2970.26,30.80,6.63,32.93,37.58,40.57
2012-02-20,2960.81,30.81,6.75,32.89,37.58,40.56
2012-02-21,2949.41,29.29,1.85,32.83,37.57,40.56
2012-02-22,2964.81,29.88,4.10,32.83,37.56,40.56
2012-02-23,3012.89,30.41,6.07,32.82,37.55,40.56
2012-02-24,3036.61,30.70,6.72,32.82,37.55,40.56
2012-02-27,3068.09,30.76,7.11,32.79,37.53,40.56
2012-02-28,3070.60,29.83,3.81,32.73,37.52,40.56
2012-02-29,3044.81,29.69,3.28,32.72,37.51,40.55
2012-03-01,3013.18,29.57,2.88,32.70,37.49,40.54
2012-03-02,3005.64,29.86,4.32,32.68,37.49,40.54
2012-03-05,3043.66,29.45,2.48,32.67,37.49,40.53
2012-03-06,3022.23,29.13,1.70,32.64,37.48,40.52
2012-03-07,2967.97,28.92,1.17,32.62,37.48,40.51
2012-03-08,2959.34,29.05,1.56,32.62,37.47,40.51
2012-03-09,2989.31,28.40,0.65,32.61,37.47,40.50
2012-03-12,3025.94,29.32,2.60,32.58,37.46,40.50
2012-03-13,3112.49,29.14,2.20,32.50,37.45,40.49
2012-03-14,3115.79,27.88,0.26,32.50,37.45,40.49
2012-03-15,3008.86,28.60,0.91,32.49,37.45,40.49
2012-03-16,3041.02,30.20,6.98,32.48,37.44,40.48
2012-03-19,3123.39,30.27,7.10,32.47,37.43,40.48
2012-03-20,3163.37,29.30,2.96,32.46,37.42,40.48
2012-03-21,3081.82,28.94,1.67,32.45,37.42,40.48
2012-03-22,3072.66,28.79,1.16,32.45,37.40,40.48
2012-03-23,3059.58,28.34,0.77,32.43,37.38,40.47
2012-03-26,3003.84,28.75,1.28,32.40,37.37,40.47
2012-03-27,3017.64,28.92,1.92,32.39,37.36,40.47
2012-03-28,2981.14,27.90,0.38,32.39,37.34,40.47
2012-03-29,2868.08,27.15,0.00,32.38,37.33,40.47
2012-03-30,2835.76,27.15,0.00,32.37,37.33,40.47
2012-04-05,2829.59,27.82,0.51,32.36,37.32,40.47
2012-04-06,2898.73,27.88,0.76,32.36,37.32,40.47
2012-04-09,2898.53,27.45,0.25,32.32,37.32,40.47
2012-04-10,2856.68,27.82,0.63,32.30,37.31,40.46
2012-04-11,2885.57,27.63,0.63,32.29,37.30,40.46
2012-04-12,2882.27,28.32,1.77,32.27,37.29,40.45
2012-04-13,2941.33,28.74,2.40,32.25,37.28,40.45
2012-04-16,2953.87,28.58,2.15,32.23,37.28,40.45
2012-04-17,2942.82,28.56,2.14,32.23,37.28,40.45
2012-04-18,2939.34,29.05,4.03,32.23,37.27,40.44
2012-04-19,2976.95,28.83,3.14,32.21,37.26,40.44
2012-04-20,2962.12,28.89,3.27,32.19,37.25,40.44
2012-04-23,2966.73,28.56,2.26,32.17,37.25,40.44
2012-04-24,2952.63,30.41,10.53,32.16,37.25,40.44
2012-04-25,2929.08,29.30,5.63,32.15,37.24,40.44
2012-04-26,2936.16,29.16,5.12,32.14,37.23,40.44
2012-04-27,2917.59,28.45,2.12,32.14,37.23,40.44
2012-05-02,2898.85,30.67,11.47,32.13,37.22,40.43
2012-05-03,2965.43,30.90,12.83,32.11,37.21,40.42
2012-05-04,3049.21,31.38,15.42,32.09,37.20,40.42
2012-05-07,3059.98,32.32,21.74,32.09,37.20,40.41
2012-05-08,3118.27,32.06,19.35,32.09,37.19,40.40
2012-05-09,3105.65,31.16,14.13,32.08,37.18,40.40
2012-05-10,3054.61,31.16,14.11,32.07,37.17,40.39
2012-05-11,3096.49,32.71,24.47,32.08,37.16,40.39
2012-05-14,3127.22,32.93,25.43,32.08,37.13,40.38
2012-05-15,3171.77,32.01,18.99,32.07,37.11,40.38
2012-05-16,3133.85,32.01,18.97,32.07,37.09,40.38
2012-05-17,3120.22,31.42,15.87,32.06,37.07,40.37
2012-05-18,3111.28,31.39,15.72,32.06,37.06,40.37
2012-05-21,3045.83,32.03,19.63,32.06,37.05,40.36
